tweet,sentiment
i'm getting off work tomorrow. then coming home to watch the heat win and talk shit.,positive
"kenya powerites, may all thy respective spouses cheat on thee for denying me a rerun of the el classico.",negative
ios5 at the moment gonna upgrade tomorrow cbb tonight,neutral
my pain may be the reason for sumbodies laugh.but my laugh must never be the reason for sumbodies pain,neutral
howard webb will officiate the west ham vs manchester city game tomorrow. <bj>,neutral
we're going to a patriots game! monday night football baby! can't wait!,positive
"tyler is gonna be so swagged out tomorrow, im gonna have to take an instagram pic with him",positive
"- jason, loving your performances. may your disco balls shine! you are truly the hot slut of the day.",positive
"just sat through my first seminar, uni was not made for me! now to see what plymouth is saying tonight!",neutral
arsenal fc vs manchester united - a close contest or not?: saturday at old trafford will see the g...,neutral
"on the bright side, looking forward to cambridge city away in the fa cup tomorrow night, should be a laugh!",positive
that 2nd half was shit la didnt deserve to win it vancouver played tough and didnt deserve to be screwed by the ref,negative
"tomorrow marks the start of what is usually chelsea's worst month. swansea, shakhtar, pool, wba, juve, city & fulham over 4 weeks - tough!",negative
i seriously may be the only person who doesn't like madonna,negative
carnival tomorrow. then going to mcdonalds with deztanee and sam after. \m/,neutral
the 2nd instructor had the audacity to play prince delirious for one of the songs. i never thought of prince and zumba together but it works,positive
"well since the gop and dnc are the same...you're out of luck. both support ndaa, sopa, endless war, drones of the us,no 4th am.",negative
did a decision by tob cost the win and their streak against find out on the new podcast tomorrow!,neutral
"this game reminds me of the cotton bowl game; we controlled it, but not enough points. afraid of 2nd half lsu dominance.",negative
only messin bud- hope alls well with ya. lookin like march 9th for the trip to liverpool!,positive
you're better when we were talking black lacrosse players after we won our 3rd straight all state sugar bowl,positive
i haven't eaten chicken nuggets since i was like 6 or 7.. who wants to get some mcdonald's with me tomorrow?,negative
"happy birthday! (i know it's already friday in singapore, but happy birthday anyway!)",positive
"contraband. friend bought it in whitefish. i'm going there in january, maybe we can make a deal.",neutral
wonder who the 1st person to bring a john 3:16 sign to a ball game was?!? i'd like to kiss his (or heer's) face... and i'm not gay.,positive
what you doing tomorrow? im trying to find plans to get out of going plymouth w/ parents,neutral
first show at nlc had an amazing time with some talented people! <3 now time to rest so i can do it again tomorrow,positive
sooo i didn't know the first friday the 13th didn't have jason in it.....,negative
words with friends just made me watch an ad for the dvd release of red tails. now i may have to pay zinga or they may make me watch it again,negative
"in case you weren't invited . . .: ..it 'may' have been because andy was hiding a deep,dark secret personali...",negative
"i see a bit of christian in him, at 1st i wnt him for the role until i saw matt. i loved him more wen i got 2 watch white collar.",positive
with the spireites short of defensive options ahead of saturday's fa cup first-round tie at home to,neutral
"the nw's finest dj, on air in yorkshire today, lancashire tomorrow and liverpool on sunday!! tune in and give him a listen x",neutral
"ikea backpacker final interview: november 16; philly, pa. i am so excited about this opportunity. pretty ridiculous!",positive
happy birthday to my big brother may god continue to bless you and prosper you.,positive
"i'm always thinking that the bachelor is pathetic, bunch of gurls fighting for a guy!....c'mon! but when is the opposite i kinda like it =)",negative
pit bull fans celebrate 1st annual awareness day: animal lovers of all kinds gathered at the buddy holly recreation...,positive
shit dude good question. i'll get back to you tomorrow when we go over the wiki with,neutral
downton abbey tops tv poll | showbiz | - home of the daily and sunday express,neutral
"i married a former miss. colorado, 2nd runner-up miss america, she could not be more excited to see her state flip right!",positive
gary ablett polled 2nd or 3rd & his team finished last. not all about the team. jobe has improved & grown so much over the yrs,positive
"tomorrow night: practice with the team, black vs gold baseball game, & a mizzou vs sc volleyball game.",neutral
wanna come with me and tom to milwaukee on saturday to see obama and katy perry,neutral
q2 3:08. trent richardson rushed right to the san diego 40 for 11 yards. 1st & 10.,neutral
we still have to work the wvu game on saturday:/ thats going to be brutal.,negative
i love the crimson tide!!:) roll tide!! 24-0 in the 3rd quarter!!!,positive
peso rises over moody's credit rating upgrade for philippines ...: the peso inched up on tuesday following the m...,positive
"what i like about november is thanksgiving, the cowboys game, ut game :d but not black friday. -__-",positive
"i know it is only october 20, but can probably start booking travel to at least the fiesta bowl.",positive
it's howard webb. bookies aren't giving odds on that. what are the odds that man u will get a penalty on saturday?,negative
justified may have jumped the shark. we shall see,neutral
flight from vancouver to montreal. view right window. fling high above the clouds into the sun.,neutral
"sandy messed up the great feeling of the redskins, cowboys, an eagles all losing on sunday!",negative
last saturday!:) halloween!!:) can someone make me an edit of zayn malik?:) thanks in advance..,positive
they don't look good at all. stop fletcher and you stop sunderland. only players in our side mon managed are gabby & guzan.,negative
today its the 12 october 2012. five years ago on 12 october 2007 the first wizards of waverly place episode ever premiered on disney channel,neutral
"samhain ritual - journey to the underworld, sat nov 3, 6:30p",neutral
alex smith is 10th in the mvp running! right now he quals for probowl with over a 70 qbr! i said it before the season started!,positive
will take that result & top the group as well. bet tim howard is cursing away at us ahead of sunday,negative
"hey, what time are we suppose to be at school on monday and what time will it end?",neutral
